last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,batting_avg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,hard_hit_percent,avg_best_speed
Beltre, Adrian,134181,2018,39,433,118,79,23,1,15,0.273,88.7,13.6,39.7,6.4,7,27.8,25.8,31.3,37.4,98.43513948
Martinez, Victor,400121,2018,39,467,117,87,21,0,9,0.251,87.8,14.1,35.1,4.7,4.9,28.9,28.7,29.4,30.6,96.55788406
Pujols, Albert,405395,2018,38,465,114,75,20,0,19,0.245,90,14.1,34.5,6.2,6.7,25.6,27.5,31.8,40.9,99.83340243
Mauer, Joe,408045,2018,35,486,137,103,27,1,6,0.282,91.1,4.4,36.9,5,7.2,31.4,12.4,39.1,44.3,99.89294592
Reyes, Jose,408314,2018,35,228,43,24,12,3,4,0.189,85.4,12.7,28.4,2.6,2.6,22.6,31.1,35.8,24.3,95.2817585
Choo, Shin-Soo,425783,2018,35,560,148,96,30,1,21,0.264,89.3,6.1,35.9,11.1,6.9,25.1,15.2,38.1,40.5,99.92469654
Molina, Yadier,425877,2018,35,459,120,80,20,0,20,0.261,88.2,15.4,37.6,5.5,7,26.8,27.8,28.8,33.8,97.33885824
Cano, Robinson,429664,2018,35,310,94,62,22,0,10,0.303,93,8.2,37.4,8.3,4.5,27.5,18.5,39.2,51.5,102.4827126
Encarnacion, Edwin,429665,2018,35,500,123,74,16,1,32,0.246,89.9,18,34.1,11.2,8,21.9,26.7,26.9,41.4,100.7665513
Bautista, Jose,430832,2018,37,325,66,35,18,0,13,0.203,90.8,19.8,34.4,7.9,9.8,23.3,31.6,23.3,43.3,101.4150061
Jones, Adam,430945,2018,32,580,163,113,35,0,15,0.281,88.3,13.2,35.6,4.9,5.3,27.5,27.3,32,33.1,98.02876214
Martin, Russell,431145,2018,35,289,56,38,8,0,10,0.194,90.6,10.1,22.7,6.3,7.2,19.8,23.7,41.1,43,99.94659096
Granderson, Curtis,434158,2018,37,343,83,46,22,2,13,0.242,88.7,16.9,44.8,6.3,9.6,30.1,28.5,22.2,34.3,97.94008092
Morales, Kendrys,434778,2018,35,413,103,67,15,0,21,0.249,92.3,10,34.4,12.1,7.7,26,19.2,33.4,52.6,101.980026
Kinsler, Ian,435079,2018,36,487,117,77,26,0,14,0.24,85.3,17.7,36.6,3.1,3.8,24.2,34.3,29.8,26.2,95.23951075
Walker, Neil,435522,2018,32,347,76,52,12,1,11,0.219,88.1,13.7,42.8,6.1,9.5,26.9,26.5,27.7,33.3,98.03696328
Suzuki, Kurt,435559,2018,34,347,94,58,24,0,12,0.271,87.2,18.4,33.2,3.9,6.8,28.7,33.5,22.9,35,97.36767916
Desmond, Ian,435622,2018,32,555,131,80,21,8,22,0.236,90.1,0.1,28.5,7,5.3,20,13,52.4,43.2,100.7442859
Cruz Jr., Nelson,443558,2018,37,519,133,77,18,1,37,0.256,93.9,12.8,31.3,13.8,7,23.5,22.8,31.3,51.7,105.6614156
Trumbo, Mark,444432,2018,32,330,86,57,12,0,17,0.261,92.8,10.4,33.1,10.2,6.5,26.9,21.2,34.7,48.6,103.9091445
Peralta, David,444482,2018,30,560,164,104,25,5,30,0.293,91.5,6.7,32.9,7.8,8.4,24.7,17.4,39.3,46.3,102.6311806
Pina, Manny,444489,2018,31,306,77,53,13,2,9,0.252,84.9,13.9,37.3,5.2,5.2,28.1,24.1,28.9,26.6,96.27408952
Escobar, Alcides,444876,2018,31,485,112,83,22,3,4,0.231,84.6,10.6,30.3,2.1,3.5,22.2,27.7,37.4,21.5,94.38942201
Jay, Jon,445055,2018,33,527,141,112,19,7,3,0.268,85.1,4.2,31.8,1.8,3,30.9,14.3,44.8,21.4,94.55073061
Duda, Lucas,446263,2018,32,328,79,50,14,1,14,0.241,89.5,19.6,42.8,10,8.3,24.5,32.3,23.6,36.7,99.82841444
Wieters, Matt,446308,2018,32,235,56,40,8,0,8,0.238,87.1,18.5,32.6,4.7,8.3,22.3,33.7,26.4,33.3,97.31958125
Longoria, Evan,446334,2018,32,480,117,72,25,4,16,0.244,88.5,13.6,32.6,7.6,6,24.5,27.3,32.6,37.2,98.45558635
Cozart, Zack,446359,2018,32,224,49,29,13,2,5,0.219,85.6,17.4,38.9,2.2,6.5,24.9,31.9,30.3,27.7,95.71311446
Davis, Chris,448801,2018,32,470,79,51,12,0,16,0.168,89.3,15.1,35.5,10.3,7.8,19.9,27.7,31.6,40.1,99.80905936
Zobrist, Ben,450314,2018,37,455,139,99,28,3,9,0.305,89.9,9,35,3,5.7,28.5,22.1,38.7,38.7,98.1077867
Fowler, Dexter,451594,2018,32,289,52,34,10,0,8,0.18,85.3,12.6,30.7,3.2,6,24.3,29.4,31.7,28,95.58233569
Flowers, Tyler,452095,2018,32,251,57,40,9,0,8,0.227,90,12.9,36.9,6.8,9.1,25,26.1,29.5,44.6,100.9976067
Span, Denard,452655,2018,34,437,114,74,22,7,11,0.261,87.2,13.3,36.7,2.7,2.5,32.6,25.8,32.3,29.6,96.5221385
Cabrera, Asdrubal,452678,2018,32,546,143,83,36,1,23,0.262,90,14.6,33.1,7.2,8.4,25.6,26.3,28.9,39.3,98.63173839
Blackmon, Charlie,453568,2018,31,626,182,115,31,7,29,0.291,87.5,12,34.9,6.5,4.8,28.1,22.8,32.3,35.2,98.50848805
Frazier, Todd,453943,2018,32,408,87,51,18,0,18,0.213,89.6,18.7,31.6,6.9,7.6,20.4,34.5,27.3,37,99.97737987
Iannetta, Chris,455104,2018,35,299,67,42,13,1,11,0.224,92,13.6,36.6,9.3,8.3,22.7,26.9,30.1,43.7,102.1659887
Maldonado, Martin,455117,2018,31,373,84,56,18,1,9,0.225,85.7,14.7,31.5,5,3.9,24.4,29,32.6,26.5,95.80835569
Chirinos, Robinson,455139,2018,34,360,80,46,15,1,18,0.222,88,21.9,36.5,10.8,7.7,21.6,36,20.3,39.6,99.17646595
Markakis, Nick,455976,2018,34,623,185,126,43,2,14,0.297,90.6,10.1,38.4,3.1,6,32.4,23.2,33.9,41.6,99.10354626
Nunez, Eduardo,456488,2018,31,480,127,91,23,3,10,0.265,88.3,9.4,27.2,3.4,2.4,25.5,23.6,41.9,35.7,98.95109367
Pearce, Steve,456665,2018,35,215,61,35,14,1,11,0.284,89.3,11.8,35.2,10.8,9.1,25.6,18.8,31.3,39.2,99.79762296
Cain, Lorenzo,456715,2018,32,539,166,129,25,2,10,0.308,89.1,4.9,30.9,3.4,4,28,17.9,43.4,40.5,100.2348083
McCutchen, Andrew,457705,2018,31,569,145,92,30,3,20,0.255,90,13.4,36.2,8.4,7.7,24.8,24.6,32.3,41.9,99.79801907
Jackson, Austin,457706,2018,31,347,85,64,17,1,3,0.245,87,11.1,33.5,2.8,5.6,27.9,23.7,36.7,32.4,96.97618934
Upton, Justin,457708,2018,30,533,137,88,18,1,30,0.257,90.7,11.9,34.7,14,6.6,24.8,19.6,30.9,47.4,102.5282379
Maybin, Cameron,457727,2018,31,342,85,65,14,2,4,0.249,86.7,7.9,34.6,4.1,5.6,25.7,21.9,37.9,33.1,97.19870724
Turner, Justin,457759,2018,33,365,114,68,31,1,14,0.312,89.1,18.3,44.7,7.7,5.8,33.2,31.6,20.8,36.7,97.75407433
Posey III, Buster,457763,2018,31,398,113,85,22,1,5,0.284,89.1,10.3,35.2,5.2,5.8,28,22.8,36.9,34.9,97.88407299
Bruce, Jay,457803,2018,31,319,71,43,18,1,9,0.223,88.4,21.4,37.6,9,8.2,28.2,33.1,20,34.8,98.31214943
Votto, Joey,458015,2018,34,503,143,101,28,2,12,0.284,88.1,13.4,45.9,6.7,10.6,32.3,21.2,25.7,35.1,97.53208571
Gardner, Brett,458731,2018,34,530,125,86,20,7,12,0.236,88,9.4,30.6,2.8,5.1,21.3,26.6,39.4,32.9,97.37125296
Hundley, Nick,460026,2018,34,282,68,43,13,2,10,0.241,88.9,15.6,38.6,6.6,8.6,28.9,25.9,28.4,39.6,99.70442586
Braun, Ryan,460075,2018,34,405,103,57,25,1,20,0.254,92.3,6.4,36.2,10.8,8,24.1,14.6,39,49.5,103.1138867
Gordon, Alex,460086,2018,34,506,124,87,24,0,13,0.245,88.5,10.9,36.5,6.8,6.5,27.1,21.6,33.9,39.7,99.24484599
Gomez, Carlos,460576,2018,32,360,75,49,15,2,9,0.208,87.1,19.8,33.2,5,4.2,24.3,33.6,25.9,29.3,97.97249944
Kemp, Matt,461314,2018,33,462,134,88,25,0,21,0.29,89.6,15.8,42.1,11,5.9,25.7,26.6,24.6,39.1,100.1604935
Andrus, Elvis,462101,2018,29,395,101,72,20,3,6,0.256,87.2,8.7,30.8,4.2,4.2,22.7,23.9,43.8,30.5,96.68591394
Cervelli, Francisco,465041,2018,32,332,86,56,15,3,12,0.259,88.8,16.3,35.8,8.3,9.4,23.2,27.2,28.3,39.8,98.97431278
Cabrera, Melky,466320,2018,33,250,70,47,17,0,6,0.28,90.7,9.1,33.6,2.3,3.7,34.6,19.8,38.7,41.7,99.51801759
Sandoval, Pablo,467055,2018,31,230,57,37,10,1,9,0.248,89.6,9.7,32.4,5,5.6,23.5,22.9,40.2,36.9,99.32753356
Ramos, Wilson,467092,2018,30,382,117,79,22,1,15,0.306,91.3,4.5,33.6,7.2,7.9,25,15.1,40.8,48.2,101.7230229
Santana, Carlos,467793,2018,32,560,128,74,28,2,24,0.229,88.9,15.4,30.1,6.9,6.7,18.7,30.7,32.8,39.1,100.0432013
Parra, Gerardo,467827,2018,31,401,114,91,17,0,6,0.284,86.8,9.2,34.7,2.7,6.3,28.1,21.1,37.8,26.6,96.06999261
Gonzalez, Carlos,471865,2018,32,463,128,76,32,4,16,0.276,89.7,9,30,6.2,6.5,21,24.4,37.4,39.1,102.1373616
Valbuena, Luis,472528,2018,32,266,53,35,9,0,9,0.199,89.7,18.2,29.8,10.1,4.2,22,32.7,28,41.3,99.38285494
Mercer, Jordy,474568,2018,31,394,99,62,29,2,6,0.251,87.6,13.1,40.8,4.8,4.8,32.5,25.4,29.3,31.8,97.31172516
Belt, Brandon,474832,2018,30,399,101,67,18,2,14,0.253,87,23.3,43.9,10.5,5.1,25.2,36.7,17.3,31.6,97.85229743
Alonso, Yonder,475174,2018,31,516,129,87,19,0,23,0.25,87.8,15.7,36.9,9.8,5,26.6,25.9,27.1,37.5,99.19388521
Smoak, Justin,475253,2018,31,505,122,63,34,0,25,0.242,89.5,15,36.9,10.8,7.7,21.3,27.3,31,42.5,100.2999947
Zimmerman, Ryan,475582,2018,33,288,76,40,21,2,13,0.264,92.6,7.1,28.9,13.6,7.2,19.1,18.3,40.9,52.8,102.9445918
Lowrie, Jed,476704,2018,34,596,159,98,37,1,23,0.267,89.2,17.4,38,5.3,9.6,25.1,32.7,25.5,37.9,98.08241291
Brantley Jr., Michael,488726,2018,31,570,176,121,36,2,17,0.309,90.2,9.5,38.3,3.5,6,30.8,21.3,35.2,38.4,98.88070417
Morrison, Logan,489149,2018,30,318,59,31,13,0,15,0.186,88.7,20.5,36,10.9,7.9,20.5,31.4,23.4,38.2,100.098455
Hernandez, Gorkys,491676,2018,30,414,97,64,16,2,15,0.234,87.5,12.6,30,7.5,5.5,23.5,22.5,34.9,35.8,98.98993557
Gurriel, Yuli,493329,2018,34,537,156,109,33,1,13,0.291,89.3,11.5,32.6,1.9,5.2,24.1,29.3,38.3,36.6,98.25014535
Solarte, Yangervis,500208,2018,30,468,106,69,20,0,17,0.226,87.1,14.1,30,4.5,4.8,26,27,34.3,32,97.4511858
Rojas, Miguel,500743,2018,29,488,123,99,13,0,11,0.252,84.7,9.3,35.2,0.9,3.1,29.8,23.7,38.3,23.8,94.810442
Escobar, Eduardo,500871,2018,29,566,154,80,48,3,23,0.272,86.5,18.9,38.6,8.3,6.7,23,32.8,25,27.6,96.60466172
Martinez, Jose,500874,2018,29,534,163,116,30,0,17,0.305,91,8.1,37.5,9.4,7.6,26.2,17.2,37.7,44.6,101.6088077
Adrianza, Ehire,501303,2018,28,335,84,54,23,1,6,0.251,86.6,16.4,34.4,5,6.2,25.1,29.3,26.6,30.6,96.89616121
Freese, David,501896,2018,35,280,83,58,12,2,11,0.296,90.3,7.3,34.6,9,8.5,28,13.3,39.8,45,100.8459947
Davis, Khris,501981,2018,30,576,142,65,28,1,48,0.247,92.5,18.1,37.7,17.2,7.6,18.1,30.1,24.8,48.1,102.7329172
Pham, Tommy,502054,2018,30,494,136,91,18,6,21,0.275,93,6.6,38.7,10.1,8.1,27.7,16,35.3,49.9,102.7810715
Martinez, J.D.,502110,2018,30,569,188,106,37,2,43,0.33,93,10.8,40,16,8.8,24.9,15.8,32.6,52.7,103.6814828
Valencia, Danny,502143,2018,33,255,67,49,8,1,9,0.263,90.7,9.2,35.3,7.7,6.3,26.6,20.8,35.7,41,101.5250399
Reddick, Josh,502210,2018,31,433,105,73,13,2,17,0.242,85.6,18.2,32,3.9,5,25.6,34.5,27.6,27,95.7134626
Murphy, Daniel,502517,2018,33,328,98,71,15,0,12,0.299,87.6,16.2,42.3,4.8,4.8,30.9,29.9,27.8,29,96.04748676
Goldschmidt, Paul,502671,2018,30,593,172,99,35,5,33,0.29,90.8,15.7,37.1,13.6,9.3,22.4,23.6,28.6,44,101.8206222
Gonzalez, Marwin,503556,2018,29,489,121,77,25,3,16,0.247,89.1,11.3,35.7,6.8,8.9,25.4,23.5,29.2,41.5,99.61839687
Leon, Sandy,506702,2018,29,265,47,30,12,0,5,0.177,84.7,17,29.9,4.6,4.1,21.6,32.5,32,25.8,95.2054559
Altuve, Jose,514888,2018,28,534,169,125,29,2,13,0.316,87.2,10.1,34,5.9,5.2,24.8,22,36.2,33.8,98.15452653
Hernandez, Cesar,514917,2018,28,605,153,120,15,3,15,0.253,85.8,11.5,30,4.2,2.9,27.1,23.6,34.4,28.6,96.4705095
Segura, Jean,516416,2018,28,586,178,136,29,3,10,0.304,87.7,7.8,30,3.6,4.2,24.1,21.3,42.1,32.3,97.78661992
Castro, Starlin,516770,2018,28,593,165,119,32,2,12,0.278,88.5,8.4,32,6.9,4.2,25.7,19.8,40.6,36.2,99.02934109
Marte, Starling,516782,2018,29,559,155,98,32,5,20,0.277,88.4,8.9,31.5,7.5,6.2,22,20.3,36.8,38.8,99.44782901
Pirela, Jose,517369,2018,28,438,109,79,23,2,5,0.249,89,4.7,25.1,3.4,4.6,26.2,19.1,41.9,37.4,100.4374965
Culberson, Charlie,518586,2018,29,296,80,48,18,2,12,0.27,85.2,8.5,33,5.2,4.7,24.5,20.3,37.7,30.7,96.57816699
Descalso, Daniel,518614,2018,31,349,83,44,22,4,13,0.238,89,19.1,41.5,10.2,4.1,26.4,32.9,23.6,35.2,98.11765279
Dietrich, Derek,518618,2018,28,499,132,88,26,2,16,0.265,87.4,15.8,34.1,6.1,5.5,25.8,28,30.2,37.8,99.04531238
Freeman, Freddie,518692,2018,28,618,191,120,44,4,23,0.309,89.1,14.5,44.7,9.3,7.9,30.9,22.8,25.6,39.8,99.0918411
Grandal, Yasmani,518735,2018,29,440,106,57,23,2,24,0.241,88.9,14.1,32.9,11.6,7.2,20.7,25.7,28.8,40.4,99.74204026
Heyward, Jason,518792,2018,28,440,119,84,23,4,8,0.27,88.3,9.6,29.7,2.9,6,26.6,22.7,39.6,38.8,99.43015503
LeMahieu, DJ,518934,2018,29,533,147,98,32,2,15,0.276,91.3,5.9,31.3,5.2,5.7,27.6,19.6,40,43.2,100.9869739
Lucroy, Jonathan,518960,2018,32,415,100,74,21,1,4,0.241,86.9,13.5,37,2.2,4.2,28.9,28.3,33.6,27.5,96.00603242
Mesoraco, Devin,519023,2018,30,244,54,33,10,0,11,0.221,86.6,20.6,26.9,6.2,4.7,19.7,37.3,30.1,28.5,95.84613227
Moreland, Mitch,519048,2018,32,404,99,57,23,4,15,0.245,91,11.5,33.9,12.1,8.5,21.5,22.1,32.9,44.8,101.9878957
Moustakas, Mike,519058,2018,29,573,144,82,33,1,28,0.251,89.5,19.9,31.3,8.8,6.5,24.2,32.4,25.2,39.1,100.2251678
Rizzo, Anthony,519203,2018,28,566,160,105,29,1,25,0.283,90.1,14.7,36.2,6.5,7.1,27.7,27.3,28.5,40.6,100.4394511
Romine, Austin,519222,2018,29,242,59,37,12,0,10,0.244,88.6,9.6,33.5,5,6.7,25.7,21.2,38.5,38,99.28221371
Souza Jr., Steven,519306,2018,29,241,53,30,15,3,5,0.22,88.7,16.2,35.5,7.8,6,25.9,27.7,27.7,39.8,100.2200488
Stanton, Giancarlo,519317,2018,28,617,164,91,34,1,38,0.266,93.7,11.7,30,15.1,7.9,18.8,21.6,32.7,50.8,106.8939109
Thames, Eric,519346,2018,31,247,54,25,10,3,16,0.219,91,19.3,34.7,16.7,4.7,19.3,32,24,43.3,100.8783849
Galvis, Freddy,520471,2018,28,602,149,100,31,5,13,0.248,88.6,13.7,32.3,3.9,6.1,24,29.9,30.5,28.9,96.51421359
Perez, Salvador,521692,2018,28,510,120,70,23,0,27,0.235,91.3,18,35.4,10.8,8.6,24.3,28.5,26.3,47.5,101.3866454
Forsythe, Logan,523253,2018,31,371,86,68,16,0,2,0.232,87.3,10.4,29.4,1,5.2,23.9,28.7,38.8,29.8,96.11539648
Flores, Wilmer,527038,2018,26,386,103,67,25,0,11,0.267,86.4,17.4,32.6,2.8,5.4,24.6,34.8,27.8,27.3,96.02185713
Garcia, Avisail,541645,2018,27,356,84,52,11,2,19,0.236,90.3,9.6,26.6,11.6,8.5,17.8,19.7,37.8,43.2,102.3159276
Perez, Hernan,541650,2018,27,316,80,58,11,2,9,0.253,87.9,11.5,34.1,4.9,4.9,24,26.8,36.2,32.5,97.93850574
Inciarte, Ender,542255,2018,27,597,158,115,27,6,10,0.265,84.9,10.9,32.8,1.5,3.5,27.4,26.6,35.1,18.7,93.75770548
Ozuna, Marcell,542303,2018,27,582,163,122,16,2,23,0.28,91.5,10.8,30.3,9.7,6.9,23.7,22.5,34.5,45.1,102.886295
Villar, Jonathan,542340,2018,27,466,121,92,14,1,14,0.26,88.5,3.2,27.2,5.1,4.8,22.4,14.8,46.5,36,98.98289556
Aguilar, Jesus,542583,2018,28,492,135,75,25,0,35,0.274,89.8,16.2,38.2,11.4,7.2,26.5,26.5,24.2,42.9,100.514656
Beckham, Tim,542921,2018,28,369,85,56,17,0,12,0.23,87.1,9.8,31.6,5.9,5.9,25.4,22.8,35.7,35.3,98.16759037
Crawford, Brandon,543063,2018,31,531,135,91,28,2,14,0.254,87.5,11.3,37.2,3.6,6.3,30.2,22.5,34.8,33.3,97.38323519
Cron, C.J.,543068,2018,28,501,127,68,28,1,30,0.253,88,15.2,34.3,12.2,6.1,23.3,23.8,27.1,36.6,100.8170585
Gomes, Yan,543228,2018,30,403,107,65,26,0,16,0.266,88.9,18.7,41.5,8.4,10.8,26.5,28.6,22,38.7,98.87018493
Grossman, Robbie,543257,2018,28,396,108,75,27,1,5,0.273,87.1,15.1,34.1,2.2,6.3,25.9,30,31.9,28.4,96.49668045
Harrison, Josh,543281,2018,30,344,86,64,13,1,8,0.25,85.9,15.7,36,3.9,7.1,24,30,29,26.1,95.38008283
Hicks, Aaron,543305,2018,28,480,119,71,18,3,27,0.248,89.7,13.2,34.2,8.8,7.2,22.5,25.7,32.4,43,99.91669773
Hicks, John,543308,2018,28,288,75,53,12,1,9,0.26,87.9,14.6,33,5.8,7.8,22.8,24.3,35,34.5,98.70544304
Hosmer, Eric,543333,2018,28,613,155,104,31,2,18,0.253,88.7,-1.5,26.3,5.9,4,22.2,12.9,48.7,38.2,100.7557416
Joseph, Caleb,543376,2018,32,265,58,39,14,2,3,0.219,85.1,13,39.2,1.5,6,31.7,24.1,30.7,29.4,95.6598798
Kipnis, Jason,543401,2018,31,530,122,75,28,1,18,0.23,86.9,17.8,34.4,6.6,5,25.1,32.5,24.2,31.6,96.72516783
Mahtook, Mikie,543484,2018,28,223,45,30,4,2,9,0.202,87.9,12.4,28.1,6.3,5,21.9,28.1,36.3,35,98.2272625
McCann, James,543510,2018,28,427,94,70,16,0,8,0.22,87.8,16.2,37.7,5.1,6.4,26.8,27.8,29.1,37.4,98.41448536
Miller, Brad,543543,2018,28,230,57,35,13,2,7,0.248,91.1,11.2,36.7,10.7,8.7,21.3,26,30,49,102.5027392
Rendon, Anthony,543685,2018,28,529,163,93,44,2,24,0.308,90.7,17.9,39.8,10.3,8.1,26.4,28.8,24.4,44.8,100.5183301
Semien, Marcus,543760,2018,27,632,161,109,35,2,15,0.255,86.8,15.5,34.9,4.5,6.7,25.3,31.2,27.6,32.1,96.98560032
Shaw, Travis,543768,2018,28,498,120,65,23,0,32,0.241,88.9,16.9,31.2,10.3,6,21.2,31,27.5,38.3,100.1435807
Springer III, George,543807,2018,28,544,144,96,26,0,22,0.265,88.6,9.5,30.1,8.9,6.6,19.8,21.6,41.4,37.4,100.0535916
Strange-Gordon, Dee,543829,2018,30,556,149,120,17,8,4,0.268,83.2,5.8,30.2,0.2,1.6,25.7,18.8,43.5,12.5,92.172521
Vazquez, Christian,543877,2018,27,251,52,39,10,0,3,0.207,87.4,13,32.7,1.9,5.2,27.5,28.4,34.6,29,96.16031514
Wong, Kolten,543939,2018,27,353,88,59,18,2,9,0.249,87.6,9.1,26.5,3.3,5.6,21.5,22.2,38.4,30.9,97.24785277
Gregorius, Didi,544369,2018,28,504,135,80,23,5,27,0.268,87,16,32.8,4.7,5.6,24.3,31,29.9,30.8,97.14667923
Garcia, Leury,544725,2018,27,258,70,55,7,4,4,0.271,88,6.8,34,2.6,4.6,29.4,16,40.7,31.6,97.5499687
Grichuk, Randal,545341,2018,26,424,104,46,32,1,25,0.245,90.7,18.7,35.1,14.4,6.2,21.6,30.8,23.3,43.4,102.0622876
Stassi, Max,545358,2018,27,221,50,29,13,0,8,0.226,89.9,5.8,28.6,8.8,12.2,14.3,17,43.5,45.6,101.1392878
Trout, Mike,545361,2018,26,471,147,80,24,4,39,0.312,91.2,18.6,41,16.5,8.3,22.5,27.6,19.7,46.2,103.5301543
Herrera, Odubel,546318,2018,26,550,140,96,19,3,22,0.255,86.7,13.2,28.8,4.9,5.8,20.7,26.3,35.6,31.9,98.48347592
Almora Jr., Albert,546991,2018,24,444,127,97,24,1,5,0.286,86.6,8.3,30.1,1.4,3,27.9,21.7,40.4,27.4,97.22155461
Delmonico, Nicky,547170,2018,25,284,61,37,11,5,8,0.215,86.8,14.6,34.6,5.9,7.8,22.4,24.9,31.7,34.6,98.35836786
Harper, Bryce,547180,2018,25,550,137,69,34,0,34,0.249,91,14.4,35.1,11.5,8.7,23.3,24.1,29.5,45.4,102.0620171
Martin, Leonys,547982,2018,30,318,81,52,15,3,11,0.255,89.1,18.3,34.6,10.7,8.2,21.4,26.7,25.5,38.7,100.8541496
Abreu, Jose,547989,2018,31,499,132,73,36,1,22,0.265,91.3,12.2,35.4,9.1,7.6,27.8,21.5,32.3,45.2,102.7787141
Diaz, Elias,553869,2018,27,252,72,50,12,0,10,0.286,89.6,10.4,35.3,6.5,5.6,27.4,23.7,34.9,40.5,100.0653107
Narvaez, Omar,553882,2018,26,280,77,53,14,1,9,0.275,85.6,12.9,43.8,2.8,7.4,31.3,22.6,32.3,25.3,94.99138608
Suarez, Eugenio,553993,2018,26,527,149,91,22,2,34,0.283,91.2,14.8,38.6,9.7,8.4,26.9,24.3,28.6,45.6,101.1795705
Polanco, Gregory,570256,2018,26,461,117,56,32,6,23,0.254,88.9,20.1,33.6,9.4,7.1,21.1,32.8,27.1,37.8,99.82855207
Sanchez, Yolmer,570560,2018,26,600,145,93,34,10,8,0.242,86.7,9.3,35.1,3,4.5,26.3,21.6,40.3,28.3,96.2580679
Schoop, Jonathan,570731,2018,26,473,110,66,22,1,21,0.233,86.4,11.5,30.9,5,4.7,21.2,26.4,38,30.6,97.75914177
Villanueva, Christian,570799,2018,27,351,83,48,15,0,20,0.236,86.7,20.8,33.5,9.7,3.6,22.2,31.5,26.6,31.3,97.376164
Adams, Matt,571431,2018,29,306,73,42,10,0,21,0.239,88.7,19,35.6,10.3,6,22.7,30.5,28.8,39.9,99.7281218
Altherr, Aaron,571437,2018,27,243,44,24,11,1,8,0.181,90.4,10.2,30.5,9.7,10.4,22.1,18.8,34.4,45.8,102.3059229
Arenado, Nolan,571448,2018,27,590,175,97,38,2,38,0.297,89.8,15.3,35.6,7.2,8.4,25.1,26.7,30.9,40.5,99.56213895
Barnhart, Tucker,571466,2018,27,460,114,80,21,3,10,0.248,87.1,12.4,35.7,3.5,4.9,28.4,23.2,35.1,30.3,96.57992917
Bour, Justin,571506,2018,30,423,96,62,13,1,20,0.227,88.9,9.9,33.4,10.3,5.6,20.2,23.5,35.1,39,100.8755867
Davidson, Matt,571602,2018,27,434,99,56,23,0,20,0.228,90,13.8,36,12.1,6.6,22.8,25.4,30.1,42.3,101.5957346
Gennett, Scooter,571697,2018,28,584,181,125,30,3,23,0.31,87.3,14,37.5,5.8,4.7,28.1,26.6,30.2,32.3,97.17969675
Hamilton, Billy,571740,2018,27,504,119,90,16,9,4,0.236,80.5,15.3,36.6,0.5,0.8,27.6,30.8,32.6,8.5,89.21731403
Haniger, Mitch,571745,2018,27,596,170,102,38,4,26,0.285,90.2,12.7,36.5,10.3,5.5,25.3,24.4,31.4,43.2,100.9099866
Hernandez, Enrique,571771,2018,26,402,103,62,17,3,21,0.256,89.1,16.5,28.8,7.2,4.5,25.2,30.9,26.7,37,99.34880236
Holt, Brock,571788,2018,30,321,89,62,18,2,7,0.277,87.9,6.8,33.2,3.6,2.4,34,18,38.8,30.8,96.86734637
Muncy, Max,571970,2018,27,395,104,50,17,2,35,0.263,90.3,18.3,36.8,16.9,5.6,24.4,24.8,22.2,46.4,101.5119165
Myers, Wil,571976,2018,27,312,79,42,25,1,11,0.253,90.5,9.4,38.8,7.3,10,29.2,16.9,34.7,45.7,102.4024081
Owings, Chris,572008,2018,26,281,58,39,15,0,4,0.206,87.8,13.4,33.2,5.8,6.3,24.5,27.9,33.2,33.7,97.44549476
Piscotty, Stephen,572039,2018,27,546,146,78,41,0,27,0.267,88.5,13.2,34.3,9.6,7.1,20.6,23.6,35.7,38.7,99.55764465
Pollock, AJ,572041,2018,30,413,106,59,21,5,21,0.257,89.2,13.5,31.5,10,5.9,21.5,27.1,34.3,40.6,99.28573188
Seager, Kyle,572122,2018,30,583,129,70,36,1,22,0.221,89.8,18.5,37,5.6,8.2,27.8,33,23.6,39.6,98.82630487
Taylor, Michael A.,572191,2018,27,353,80,49,22,3,6,0.227,88.5,8.1,27.2,6.3,3.8,22.6,21.3,38.9,34.3,98.9633167
Zunino, Mike,572287,2018,27,373,75,37,18,0,20,0.201,89.5,18,33.3,13.8,8,20.9,28.4,24.9,44.9,102.6031998
Carpenter, Matt,572761,2018,32,564,145,67,42,0,36,0.257,90.7,21.6,44.1,13.7,11.5,24.9,30,15.6,44.7,100.1082214
Dickerson, Corey,572816,2018,29,504,151,96,35,7,13,0.3,87.9,15.1,37.6,6.1,5.6,29.2,27.3,28,32.4,97.78610175
Dozier, Brian,572821,2018,31,553,119,66,30,2,21,0.215,86.8,17.5,30.5,6.3,6.5,20.7,31.7,28.4,29.4,96.03410601
Contreras, Willson,575929,2018,26,474,118,76,27,5,10,0.249,88.2,8,28.9,7.3,5.3,16.8,23.2,41.2,33.3,99.89044293
Gyorko, Jedd,576397,2018,29,351,92,61,19,1,11,0.262,87.3,15.2,35.6,7.6,5,23.7,31.7,29.1,31.7,97.15558554
Iglesias, Jose,578428,2018,28,432,116,77,31,3,5,0.269,84.8,12.1,31.5,1.3,3.3,25.9,27.4,34.4,22.6,94.92173917
